,id,label
706,23792413,2
707,23792421,116
708,23792427,116
709,23809465,20
710,23824966,2
711,23824967,2
712,23840039,144
713,23903865,274
714,23905895,116
715,23905899,116
716,23905904,116
717,23905909,116
718,23940674,290
719,23941901,293
720,23945692,291
721,23946211,161
722,23988892,184
723,23992321,9
724,24005397,20
725,24043811,38
726,24096155,105
727,24096156,105
728,24096157,105
729,24096158,105
730,24147904,224
731,24160356,105
732,24168098,192
733,24214842,111
734,24215243,61
735,24226433,23
736,24228419,104
737,24239295,134
738,24239297,106
739,24250923,246
740,24250924,246
741,24257746,134
742,24264487,64
743,24269914,106
744,24282400,13
745,24293965,274
746,24348883,289
747,24348984,289
748,24349515,289
749,24349986,289
750,24350633,172
751,24378952,12
752,24383960,161
753,24384003,161
754,24384626,64
755,24384627,64
756,24390402,175
757,24390451,175
758,24391696,270
759,24396776,179
760,24397610,179
761,24397738,179
762,24397742,179
763,24397986,179
764,24398168,83
765,24398443,83
766,24414388,208
767,24414459,208
768,24420016,149
769,24420018,179
770,24420859,224
771,24436181,91
772,24436436,175
773,24436451,175
774,24436533,175
775,24437660,202
776,24448371,137
777,24458195,104
778,24458769,182
779,24462207,12
780,24462417,272
781,24469634,274
782,24470975,144
783,24470996,144
784,24471058,144
785,24471188,144
786,24491747,257
787,24496972,246
788,24496987,16
789,24498142,104
790,24498294,104
791,24500839,104
792,24532872,249
793,24532905,249
794,24533058,104
795,24533203,249
796,24545677,76
797,24545722,76
798,24546137,118
799,24549104,88
800,24551359,249
801,24553580,290
802,24553668,78
803,24579666,220
804,24579737,187
805,24579738,220
806,24579760,187
807,24579812,220
808,24579813,220
809,24579814,220
810,24592348,302
811,24642569,178
812,24642603,178
813,24648002,268
814,24648019,268
815,24677086,213
816,24677156,213
817,24677230,213
818,24695282,149
819,24695291,149
820,24711191,269
821,24711206,269
822,24722251,120
823,24759490,249
824,24771676,249
825,24779230,144
826,24790185,124
827,24814561,89
828,24829451,182
829,24829452,182
830,24830791,94
831,24830792,89
832,24830793,89
833,24862513,249
834,24906078,52
835,24938836,109
836,24938849,109
837,24938861,109
838,24938900,109
839,24939465,89
840,24967553,104
841,24968313,104
842,24978069,274
843,24978070,274
844,24978737,104
845,24979336,104
846,25016088,207
847,25048589,104
848,25116657,109
849,25123128,160
850,25123493,109
851,25319152,52
852,25335396,196
853,25335444,196
854,25335455,196
855,25338194,109
856,25366357,282
857,25366358,282
858,25366365,282
859,25366527,281
860,25367052,282
861,25384002,161
862,25384570,161
863,25397418,258
864,25397455,258
865,25419098,291
866,25445943,62
867,25452770,290
868,25471087,117
869,25472852,149
870,25473538,184
871,25474641,9
872,25475187,184
873,25475389,313
874,25475913,98
875,25475914,98
876,25496840,180
877,25496842,149
878,25497832,98
879,25498025,249
880,25498026,249
881,25498046,249
882,25501630,292
883,25503596,180
884,25505557,180
885,25508632,117
886,25510381,149
887,25518110,215
888,25524238,62
889,25530341,290
890,25530377,117
891,25533281,289
892,25534077,62
893,25534100,62
894,25534171,22
895,25534438,62
896,25534675,290
897,25536148,289
898,25536184,289
899,25544124,117
900,25557513,258
901,25592547,269
902,25597580,76
903,25597628,76
904,25600490,88
905,25600507,88
906,25600512,88
907,25600901,88
908,25600906,88
909,25600909,88
910,25600910,88
911,25600911,88
912,25605316,281
913,25605582,281
914,25605700,281
915,25607998,281
916,25626379,182
917,25628964,264
918,25632098,187
919,25644455,239
920,25644456,239
921,25644468,239
922,25644469,239
923,25651711,74
924,25654294,74
925,25654295,74
926,25654296,74
927,25684553,144
928,25690215,88
929,25696035,43
930,25696354,106
931,25717304,136
932,25717652,235
933,25717653,235
934,25717655,235
935,25717656,86
936,25729218,61
937,25732751,216
938,25732805,216
939,25732879,216
940,25739565,272
941,25742434,300
942,25742457,300
943,25742466,175
944,25742870,300
945,25744229,59
946,25744422,12
947,25744452,12
948,25744507,93
949,25744530,12
950,25746185,180
951,25756930,94
952,25756980,94
953,25757026,94
954,25757099,16
955,25759211,94
956,25786765,239
957,25799965,194
958,25813306,139
959,25813308,139
960,25818589,302
961,25831194,191
962,25831302,191
963,25831313,191
964,25839033,152
965,25842323,196
966,25872845,31
967,25904232,180
968,25904243,117
969,25904245,117
970,25948069,89
971,25948375,182
972,25948796,182
973,25949639,99
974,25962160,106
975,25970896,163
976,25971005,293
977,25971464,293
978,25991205,106
979,25996379,52
980,26013672,289
981,26013867,289
982,26013901,144
983,26014161,184
984,26014167,184
985,26018491,256
986,26029339,117
987,26046046,194
988,26046047,194
989,26065849,86
990,26065903,86
991,26129774,52
992,26163279,89
993,26164660,89
994,26182906,13
995,26183027,186
996,26183417,13
997,26197017,82
998,26198343,86
999,26199550,144
1000,26220108,270
1001,26248229,182
1002,26254526,270
1003,26254849,270
1004,26294069,89
1005,26294080,89
1006,26295319,24
1007,26295320,24
1008,26295472,24
1009,26295473,24
1010,26304549,308
1011,26304990,308
1012,26310696,118
1013,26325754,289
1014,26326200,144
1015,26389492,175
1016,26401501,146
1017,26416319,42
1018,26427227,52
1019,26455154,172
1020,26455155,172
1021,26462174,215
1022,26462248,215
1023,26464516,306
1024,26465796,306
1025,26479685,157
1026,26497064,42
1027,26497174,224
1028,26497180,224
1029,26503528,73
1030,26503583,73
1031,26503609,100
1032,26503628,100
1033,26503639,100
1034,26503665,70
1035,26503680,70
1036,26503757,70
1037,26503849,100
1038,26503850,73
1039,26503888,70
1040,26505414,277
1041,26505415,277
1042,26505418,277
1043,26505419,277
1044,26508073,20
1045,26508076,20
1046,26514407,277
1047,26514408,277
1048,26538134,12
1049,26538261,93
1050,26538338,70
1051,26542844,225
1052,26542861,32
1053,26545058,225
1054,26546080,179
1055,26546081,179
1056,26547046,21
1057,26547241,21
1058,26547276,21
1059,26547339,21
1060,26547454,21
1061,26550129,46
1062,26560488,182
1063,26573161,117
1064,26573168,117
1065,26573173,117
1066,26595111,93
1067,26595410,207
1068,26595608,14
1069,26595743,57
1070,26595774,57
1071,26596101,93
1072,26596105,93
1073,26596785,306
1074,26596800,57
1075,26600012,57
1076,26600473,57
1077,26610587,191
1078,26610590,191
1079,26610612,191
1080,26614151,300
1081,26617656,253
1082,26618618,191
1083,26620844,125
1084,26637290,62
1085,26638122,93
1086,26638402,10
1087,26638643,94
1088,26659113,180
1089,26671735,117
1090,26671967,117
1091,26671973,117
1092,26675031,237
1093,26699541,117
1094,26699558,117
1095,26706806,117
1096,26706894,207
1097,26707058,207
1098,26709559,191
1099,26709894,313
1100,26710160,191
1101,26710444,313
1102,26717682,313
1103,26733124,270
1104,26733261,270
1105,26733293,270
1106,26748711,268
1107,26756585,128
1108,26760210,290
1109,26760404,290
1110,26769263,128
1111,26784866,313
1112,26784904,313
1113,26785787,313
1114,26791118,174
1115,26804965,93
1116,26816010,9
1117,26817795,251
1118,26819169,129
1119,26819253,129
1120,26819256,174
1121,26819334,174
1122,26823140,93
1123,26831217,139
1124,26831805,313
1125,26831955,313
1126,26832232,313
1127,26834467,313
1128,26834678,313
1129,26834682,313
1130,26838538,292
1131,26841618,93
1132,26841701,93
1133,26845539,117
1134,26845540,117
1135,26845542,117
1136,26845558,117
1137,26846355,117
1138,26866990,207
1139,26866994,117
1140,26915020,62
1141,26915114,184
1142,26939332,202
1143,26941262,201
1144,26941827,201
1145,26942108,201
1146,26975110,106
1147,26979398,267
1148,26979399,267
1149,26979400,267
1150,26979401,267
1151,26979403,267
1152,26979404,267
1153,26979405,267
1154,26979415,267
1155,26980206,202
1156,26980235,202
1157,26980277,202
1158,26980313,308
1159,26980547,99
1160,26988690,251
1161,26988773,251
1162,26988793,251
1163,26988798,251
1164,26992922,91
1165,26996903,251
1166,26997774,170
1167,26997950,61
1168,27005018,251
1169,27005025,192
1170,27005026,192
1171,27005351,192
1172,27005357,192
1173,27005731,251
1174,27005734,251
1175,27005738,251
1176,27005740,251
1177,27005821,251
1178,27005891,251
1179,27012806,118
1180,27016970,251
1181,27017070,170
1182,27017235,251
1183,27017549,111
1184,27017996,170
1185,27018154,179
1186,27018752,198
1187,27022423,198
1188,27070831,232
1189,27071067,232
1190,27071098,182
1191,27087917,188
1192,27088264,188
1193,27091368,262
1194,27129828,93
1195,27163672,117
1196,27164034,145
1197,27167563,270
1198,27186031,272
1199,27186115,174
1200,27199186,165
1201,27217720,253
1202,27219670,182
1203,27230484,137
1204,27236826,251
1205,27245287,152
1206,27246279,73
1207,27256844,52
1208,27256903,14
1209,27292891,118
1210,27292923,118
1211,27315689,14
1212,27316313,109
1213,27316315,109
1214,27334064,118
1215,27334600,22
1216,27348272,188
1217,27349264,262
1218,27349429,99
1219,27349536,99
1220,27349539,99
1221,27349704,99
1222,27363252,302
1223,27366176,175
1224,27366184,175
1225,27381867,165
1226,27408322,268
1227,27408323,268
1228,27408324,268
1229,27408513,268
1230,27408565,268
1231,27411480,74
1232,27411557,74
1233,27413769,74
1234,27415380,198
1235,27420319,192
1236,27426199,191
1237,27431704,23
1238,27445198,98
1239,27469296,94
1240,27469332,94
1241,27474086,118
1242,27475739,268
1243,27475983,268
1244,27476034,176
1245,27476983,268
1246,27476990,268
1247,27477157,268
1248,27477159,268
1249,27503887,41
1250,27503891,41
1251,27504196,251
1252,27511817,292
1253,27512718,21
1254,27515337,91
1255,27515855,91
1256,27524734,24
1257,27547874,118
1258,27548053,118
1259,27548054,118
1260,27548055,118
1261,27549846,192
1262,27556094,94
1263,27562101,94
1264,27626290,16
1265,27646453,166
1266,27646704,166
1267,27703085,313
1268,27718642,272
1269,27719623,268
1270,27723345,166
1271,27743411,166
1272,27747298,81
1273,27747300,81
1274,27748245,81
1275,27752922,268
1276,27765400,175
1277,27765401,175
1278,27770493,272
1279,27770555,174
1280,27784384,93
1281,27784435,93
1282,27784679,59
1283,27812127,81
1284,27812128,236
1285,27812130,81
1286,27812133,81
1287,27812460,268
1288,27813921,125
1289,27815140,125
1290,27815144,125
1291,27815145,125
1292,27815146,125
1293,27815149,125
1294,27815157,125
1295,27815158,118
1296,27815159,125
1297,27815160,125
1298,27820974,125
1299,27820975,125
1300,27822406,118
1301,27833419,157
1302,27833625,15
1303,27833653,157
1304,27833654,157
1305,27833656,157
1306,27854111,81
1307,27866369,270
1308,27866380,270
1309,27871374,98
1310,27887212,308
1311,27892189,161
1312,27918801,272
1313,27919162,81
1314,27919176,241
1315,27919354,273
1316,27920421,220
1317,27920487,220
1318,27920934,220
1319,27922125,207
1320,27924865,93
1321,27924915,93
1322,27925036,93
1323,27929742,122
1324,27942728,38
1325,27996593,181
1326,28006196,92
1327,28006263,92
1328,28102740,161
1329,28117054,274
1330,28135015,2
1331,28143024,98
1332,28170339,142
1333,28171341,127
1334,28177848,174
1335,28200628,142
1336,28200636,142
1337,28200639,142
1338,28200643,142
1339,28269975,98
1340,28270162,98
1341,28311206,15
1342,28315793,217
1343,28315794,217
1344,28416536,98
1345,28416571,117
1346,28418911,62
1347,28444170,55
1348,28444776,15
1349,28460095,307
1350,28476626,309
1351,28476791,95
1352,28483139,246
1353,28531906,256
1354,28585486,301
1355,28588893,120
1356,28671469,181
1357,28682626,159
1358,28792394,144
1359,28792627,144
1360,28808110,232
1361,28808111,232
1362,28808113,232
1363,28808114,232
1364,28808115,232
1365,28808116,232
1366,28817103,163
1367,28832813,125
1368,28833634,125
1369,28834580,232
1370,28836414,232
1371,28836500,232
1372,28842014,239
1373,28842015,239
1374,28842016,309
1375,28842017,309
1376,28849696,224
1377,28904019,308
1378,28966973,178
1379,28997540,133
1380,29030980,315
1381,29039088,98
1382,29058047,106
1383,29058120,165
1384,29060176,150
1385,29060177,150
1386,29066279,178
1387,29076000,178
1388,29079452,284
1389,29089421,45
1390,29089423,186
1391,29132945,163
1392,29144685,188
1393,29204026,38
1394,29206501,180
1395,29215557,301
1396,29216568,301
1397,29231803,10
1398,29233515,10
1399,29254800,159
1400,29269886,207
1401,29289504,107
1402,29289506,107
1403,29294047,107
1404,29302031,107
1405,29345133,145
1406,29345143,145
1407,29360805,219
1408,29360810,219
1409,29362665,170
1410,29370144,10
1411,29384527,81
1412,29390379,186
1413,29390531,98
1414,29402593,142
1415,29402596,142
1416,29402599,142
1417,29402605,142
1418,29402610,142
1419,29408456,189
1420,29480913,300
1421,29480916,300
1422,29480920,300
1423,29506560,250
1424,29583241,250
1425,29635140,133
1426,29714490,16
1427,29714491,16
1428,29848159,152
1429,29932520,251
1430,29932521,251
1431,30049268,74
1432,30049289,74
1433,30049479,74
1434,30049485,74
1435,30061004,74
1436,30069362,166
1437,30073408,118
1438,30073418,122
1439,30073440,122
1440,30073441,122
1441,30073442,122
1442,30079954,122
1443,30098757,118
1444,30104578,109
1445,30119841,290
1446,30119850,290
1447,30131570,313
1448,30131571,92
1449,30159761,246
1450,30159763,246
1451,30178877,59
1452,30193011,125
1453,30193014,125
1454,30197391,122
1455,30197399,122
1456,30197405,122
1457,30197868,122
1458,30197879,122
1459,30197882,122
1460,30197885,122
1461,30197887,122
1462,30197889,122
1463,30197892,122
1464,30197898,122
1465,30197903,122
1466,30198196,122
1467,30198465,118
1468,30198801,118
1469,30198802,118
1470,30199418,118
1471,30199951,122
1472,30212553,302
1473,30239877,94
1474,30239968,122
1475,30240084,94
1476,30240983,122
1477,30240984,122
1478,30246571,125
1479,30246902,125
1480,30248054,74
1481,30248171,74
1482,30248173,74
1483,30248353,74
1484,30248974,74
1485,30249257,74
1486,30249307,74
1487,30249308,74
1488,30252279,73
1489,30252593,73
1490,30253129,73
1491,30253507,73
1492,30253554,73
1493,30254971,74
1494,30254982,74
1495,30275204,92
1496,30281110,313
1497,30284649,125
1498,30286127,74
1499,30313502,180
1500,30386293,134
1501,30429877,167
1502,30429954,167
1503,30429955,167
1504,30441135,152
1505,30446146,76
1506,30446390,76
1507,30446400,76
1508,30447055,76
1509,30451817,76
1510,30475080,76
1511,30475084,76
1512,30475086,76
1513,30476107,74
1514,30476114,125
1515,30476117,125
1516,30476127,303
1517,30477077,142
1518,30477236,74
1519,30478472,74
1520,30486632,303
1521,30495988,118
1522,30500444,188
1523,30545662,239
1524,30545666,239
1525,30545667,239
1526,30574368,76
1527,30575228,20
1528,30580392,292
1529,30583368,122
1530,30584447,229
1531,30585275,174
1532,30585298,174
1533,30585304,174
1534,30585307,174
1535,30591887,174
1536,30592672,41
1537,30592674,119
1538,30610281,180
1539,30610284,180
1540,30613392,180
1541,30613616,180
1542,30656594,13
1543,30658159,300
1544,30680316,98
1545,30686614,118
1546,30686618,118
1547,30687166,118
1548,30688126,118
1549,30688129,118
1550,30691057,125
1551,30691666,118
1552,30692180,118
1553,30692184,125
1554,30692451,118
1555,30693418,310
1556,30699802,125
1557,30701506,118
1558,30701510,125
1559,30719428,142
1560,30723535,118
1561,30723539,118
1562,30723540,118
1563,30725354,118
1564,30725896,118
1565,30728449,106
1566,30728450,303
1567,30729263,303
1568,30729268,303
1569,30729269,303
1570,30729270,303
1571,30729907,125
1572,30729922,303
1573,30729994,303
1574,30731836,303
1575,30734422,117
1576,30741705,118
1577,30741911,118
1578,30742173,118
1579,30779818,308
1580,30784331,300
1581,30784332,300
1582,30784333,300
1583,30784334,300
1584,30784336,21
1585,30784338,21
1586,30784340,21
1587,30784519,300
1588,30784561,21
1589,30784565,21
1590,30784750,175
1591,30793153,74
1592,30794429,94
1593,30800309,300
1594,30802845,291
1595,30804966,232
1596,30804967,232
1597,30806422,273
1598,30813073,18
1599,30813074,18
1600,30813075,18
1601,30813076,18
1602,30826877,134
1603,30828534,134
1604,30838094,142
1605,30838121,310
1606,30839235,310
1607,30839259,310
1608,30843960,125
1609,30844492,125
1610,30844499,125
1611,30845914,125
1612,30845915,125
1613,30845918,125
1614,30850331,74
1615,30850333,74
1616,30850340,125
1617,30850341,125
1618,30859918,310
1619,30889163,235
1620,30889275,235
1621,30896434,74
1622,30896439,74
1623,30896443,74
1624,30896444,74
1625,30896449,74
1626,30897318,74
1627,30897374,86
1628,30897377,86
1629,30897378,74
1630,30898474,86
1631,30899212,235
1632,30899217,235
1633,30899218,235
1634,30900570,235
1635,30901050,86
1636,30901942,82
1637,30901943,82
1638,30902422,82
1639,30902427,82
1640,30904031,82
1641,30904037,86
1642,30904046,86
1643,30904049,86
1644,30904300,86
1645,30906712,86
1646,30925564,166
1647,30955183,284
1648,30998407,98
1649,31007735,86
1650,31007736,86
1651,31007912,86
1652,31007913,86
1653,31007914,74
1654,31007917,74
1655,31007919,86
1656,31007920,86
1657,31008050,86
1658,31008709,86
1659,31008712,86
1660,31008716,86
1661,31008717,86
1662,31008724,86
1663,31008732,86
1664,31009127,86
