,id,type,first node,amenity,lat,lon
0,28303,way,727341199,parking,,
1,75215,way,649321,parking,,
2,1080949,way,640174,parking,,
3,2956081,way,648042,parking,,
4,2956183,way,629136,parking,,
5,2956184,way,26472332,parking,,
6,2956185,way,650089,parking,,
7,2956187,way,13878240,public_building,,
8,2956473,way,13884397,parking,,
9,3042477,way,3419560618,parking,,
10,3184215,way,15310346,parking,,
11,3345045,way,1421780683,parking,,
12,3541789,way,1558417252,parking,,
13,3787243,way,18911659,parking,,
14,3979215,way,3946331404,parking,,
15,3979216,way,835698722,parking,,
16,3979217,way,20630099,parking,,
17,3979265,way,20631990,parking,,
18,3979309,way,20633368,parking,,
19,3979310,way,20633363,parking,,
20,3981200,way,648811,parking,,
21,3989907,way,1829397458,parking,,
22,4038654,way,21381147,parking,,
23,4055100,way,3207534805,parking,,
24,4068461,way,21533922,school,,
25,4075880,way,21590927,parking,,
26,4075882,way,2312383698,parking,,
27,4075884,way,21590908,parking,,
28,4075898,way,21591101,parking,,
29,4075901,way,21591111,parking,,
30,4075902,way,21591117,police,,
31,4075929,way,2924018565,bus_garage,,
32,4076420,way,762080105,place_of_worship,,
33,4076569,way,648007,parking,,
34,4076575,way,21596302,parking,,
35,4076578,way,21596363,parking,,
36,4076609,way,21596458,parking,,
37,4076629,way,21596954,parking,,
38,4076630,way,21596941,parking,,
39,4076660,way,21597401,fuel,,
40,4076661,way,21597510,parking,,
41,4076662,way,21597116,parking,,
42,4076663,way,21597385,parking,,
43,4082479,way,1106405764,parking,,
44,4089846,way,21770256,parking,,
45,4089847,way,3222367387,parking,,
46,4090217,way,21776699,parking,,
47,4097475,way,21900223,school,,
48,4112006,way,22308424,parking,,
49,4132124,way,22924489,school,,
50,4211785,way,24954945,hospital,,
51,4227933,way,25229265,parking,,
52,4229534,way,26470097,school,,
53,4234606,way,25277649,school,,
54,4234649,way,25277680,school,,
55,4237383,way,25298521,studio,,
56,4239295,way,1312339676,school,,
57,4240903,way,25323990,parking,,
58,4241210,way,25325704,parking,,
59,4241211,way,25325695,parking,,
60,4241223,way,25324969,parking,,
61,4243024,way,1297044635,parking,,
62,4256358,way,25499365,hospital,,
63,4259762,way,25324980,parking,,
64,4259764,way,25324984,parking,,
65,4262577,way,25578905,school,,
66,4267812,way,25616526,school,,
67,4268232,way,21652374,parking,,
68,4269914,way,25643416,school,,
69,4270351,way,25637027,restaurant,,
70,4270352,way,25636982,cinema,,
71,4270353,way,25637089,parking,,
72,4271138,way,20825833,hospital,,
73,4275185,way,25722470,parking,,
74,4289954,way,25895991,school,,
75,4292234,way,25915805,parking,,
76,4294306,way,25935887,parking,,
77,4296209,way,25949661,parking,,
78,4303990,way,26027217,parking,,
79,4317688,way,26198960,parking,,
80,4345905,way,26470732,parking,,
81,4345973,way,26470780,parking,,
82,4346332,way,26472517,parking,,
83,4346333,way,26472633,parking,,
84,4347738,way,1754720021,parking,,
85,4354479,way,26525080,parking,,
86,4356408,way,1110763938,hospital,,
87,4358719,way,26823062,marketplace,,
88,4358794,way,26561323,school,,
89,4358998,way,1686528771,parking,,
90,4363784,way,3663922807,parking,,
91,4363787,way,934844875,parking,,
92,4363883,way,26597526,hospital,,
93,4366294,way,26610808,place_of_worship,,
94,4366326,way,26610904,parking,,
95,4371241,way,26655024,doctors,,
96,4379364,way,1869207250,hospital,,
97,4380264,way,254105381,parking,,
98,4392742,way,26841200,parking,,
99,4401812,way,25721853,parking,,
100,4402123,way,26915251,parking,,
101,4404346,way,153130863,school,,
102,4404347,way,26938969,school,,
103,4404348,way,1076181856,school,,
104,4406050,way,26948613,parking,,
105,4408761,way,26975648,school,,
106,4409075,way,4610602130,university,,
107,4409715,way,26980857,university,,
108,4409868,way,944109223,parking,,
109,4409986,way,26982565,parking,,
110,4411324,way,26992686,parking,,
111,4412526,way,27002599,parking,,
112,4413620,way,27011467,place_of_worship,,
113,4413870,way,27015572,school,,
114,4413922,way,27016216,school,,
115,4413929,way,27015793,school,,
116,4413948,way,27016127,school,,
117,4414019,way,27017259,school,,
118,4414101,way,27017526,school,,
119,4414129,way,27017689,school,,
120,4414157,way,27018425,school,,
121,4420784,way,4714340852,school,,
122,4420787,way,27087691,school,,
123,4420816,way,27088106,school,,
124,4420840,way,27088339,school,,
125,4420864,way,27088452,school,,
126,4421339,way,27091205,school,,
127,4421341,way,27091036,parking,,
128,4421346,way,27091446,parking,,
129,4421347,way,27091449,parking,,
130,4421348,way,27091604,cinema,,
131,4425872,way,27145444,parking,,
132,4437826,way,27221309,prison,,
133,4442967,way,27280689,school,,
134,4443239,way,82559903,school,,
135,4443297,way,260282942,school,,
136,4443314,way,1219590987,school,,
137,4444348,way,27290266,parking,,
138,4449982,way,27308228,parking,,
139,4462809,way,27370355,parking,,
140,4478490,way,27143817,parking,,
141,4495959,way,27561728,parking,,
142,4520158,way,27740211,school,,
143,4522391,way,4017355991,parking,,
144,4526798,way,28101273,parking,,
145,4526848,way,28101320,school,,
146,4534613,way,3523788081,parking,,
147,4536914,way,2675976242,hospital,,
148,4539400,way,28234589,parking,,
149,4539566,way,28236320,parking,,
150,4578988,way,1473251040,parking,,
151,4629282,way,1234867177,parking,,
152,4639830,way,1338910637,parking,,
153,4647094,way,378996637,school,,
154,4652365,way,29619310,school,,
155,4679029,way,29720207,parking,,
156,4679032,way,29720229,parking,,
157,4680850,way,852019184,park,,
158,4680891,way,4680514036,library,,
159,4698713,way,29875711,parking,,
160,4734008,way,1569106709,parking,,
161,4734010,way,30182356,parking,,
162,4759558,way,30388197,parking,,
163,4759560,way,3876481983,parking,,
164,4763342,way,3062630171,parking,,
165,4764498,way,30430902,parking,,
166,4765426,way,30431943,school,,
167,4766398,way,30440476,school,,
168,4769267,way,1767682321,parking,,
169,4769474,way,266498502,university,,
170,4770429,way,30482366,school,,
171,4770646,way,2480675746,school,,
172,4770823,way,2698032214,school,,
173,4775583,way,30528140,school,,
174,4775621,way,30528254,school,,
175,4779069,way,30576164,parking,,
176,4784157,way,27359757,school,,
177,4788807,way,30692871,public_building,,
178,4796634,way,30775067,school,,
179,4800540,way,30805378,school,,
180,4805648,way,30843046,restaurant,,
181,4805934,way,30844997,university,,
182,4806023,way,30845673,restaurant,,
183,4808830,way,30878130,parking,,
184,4808847,way,30878346,swimming_pool,,
185,4808852,way,1133136522,parking,,
186,4809118,way,30879485,school,,
187,4822314,way,1687633331,hospital,,
188,4823689,way,31002183,parking,,
189,4827597,way,2046796565,parking,,
190,4828981,way,31046973,parking,,
191,4830162,way,31059446,parking,,
192,4830291,way,54695741,school,,
193,4842302,way,31182681,parking,,
194,4842313,way,31183102,townhall,,
195,4842335,way,31183911,school,,
196,4842365,way,31184186,public_building,,
197,4842400,way,31187426,parking,,
198,4842401,way,31187778,public_building,,
199,4842463,way,31189059,parking,,
200,4842474,way,4510694245,parking,,
201,4844651,way,3876481972,school,,
202,4845269,way,31207194,parking,,
203,4859425,way,1622149892,parking,,
204,4865011,way,31401672,parking,,
205,4865563,way,31402010,community_centre,,
206,4872151,way,31453791,parking,,
207,4896040,way,33869674,school,,
208,4899481,way,478867570,parking,,
209,4905356,way,32023595,parking,,
210,4905494,way,32027012,parking,,
211,4906760,way,32038386,parking,,
212,4906767,way,1530304188,parking,,
213,4906769,way,1529438304,parking,,
214,4906770,way,32038552,parking,,
215,4906771,way,1529892702,parking,,
216,4906773,way,1530231656,parking,,
217,4907488,way,32045795,school,,
218,4907493,way,3736247507,hospital,,
219,4907651,way,32047856,school,,
220,4926687,way,2283135553,parking,,
221,4926701,way,32340954,school,,
222,4941131,way,32552591,school,,
223,4941199,way,32553601,school,,
224,4941299,way,2885276776,parking,,
225,4942606,way,32565955,school,,
226,4942983,way,32569350,school,,
227,4942997,way,32569601,school,,
228,4943100,way,1881822151,parking,,
229,4943854,way,32579118,place_of_worship,,
230,4944009,way,2601596329,school,,
231,4946671,way,32603291,restaurant,,
232,4949333,way,1723271099,parking,,
233,4949563,way,3101056637,school,,
234,4949574,way,32630544,parking,,
235,4951401,way,32650839,parking,,
236,4953311,way,2885409373,parking,,
237,4953314,way,32669359,parking,,
238,4953316,way,32669377,parking,,
239,4953330,way,32669419,school,,
240,4953331,way,32669429,school,,
241,4953332,way,32669438,bus_garage,,
242,4958932,way,566389615,school,,
243,4959880,way,32826997,cafe,,
244,4960762,way,32844751,parking,,
245,4961226,way,32849748,parking,,
246,4961871,way,32853006,parking,,
247,4962595,way,32860753,place_of_worship,,
248,4968462,way,32910663,parking,,
249,4968491,way,4731227083,parking,,
250,4969125,way,32917689,exhibition_venue,,
251,4969133,way,32917723,place_of_worship,,
252,4970631,way,2497211753,parking,,
253,4971806,way,32939980,health_centre,,
254,4971810,way,2601596316,school,,
255,4976046,way,32979786,parking,,
256,4977969,way,33011348,parking,,
257,4977975,way,33011389,parking,,
258,4978116,way,33013975,parking,,
259,4978335,way,33016440,school,,
260,4978381,way,33016970,school,,
261,4981289,way,33039814,school,,
262,4981364,way,33040228,parking,,
263,4981365,way,33040237,parking,,
264,4983779,way,33050240,university,,
265,4983849,way,33050851,university,,
266,4985326,way,1459411219,parking,,
267,4986435,way,561420034,school,,
268,4986436,way,33077577,school,,
269,4986442,way,33077608,school,,
270,4989331,way,3218946509,parking,,
271,4989336,way,33116161,fuel,,
272,4993542,way,33147001,parking,,
273,4993658,way,33471591,parking,,
274,4993707,way,33147742,parking,,
275,4993716,way,33147929,parking,,
276,4993735,way,33148116,parking,,
277,4993876,way,33148604,parking,,
278,4993881,way,33148633,parking,,
279,4996181,way,33171567,place_of_worship,,
280,4996349,way,33173763,school,,
281,4996718,way,424132069,parking,,
282,5002502,way,1746863527,parking,,
283,5002527,way,33228441,public_building,,
284,5002528,way,33228438,school,,
285,5002529,way,33228433,school,,
286,5002548,way,33228521,school,,
287,5007797,way,33301258,school,,
288,5007800,way,33301271,school,,
289,5010077,way,33338532,parking,,
290,5010086,way,1433616220,parking,,
291,5012632,way,33378262,cafe,,
292,5012795,way,2599491416,school,,
293,5014215,way,33395623,school,,
294,5014233,way,2509418424,school,,
295,5015045,way,33403372,school,,
296,5019341,way,1516281852,parking,,
297,5019429,way,4415069404,parking,,
298,5019865,way,615016606,parking,,
299,5020007,way,33470523,parking,,
300,5020151,way,1448515432,parking,,
301,5020154,way,1448515429,parking,,
302,5022048,way,33494591,parking,,
303,5022131,way,33496999,school,,
304,5022226,way,33497694,school,,
305,5022227,way,33497715,parking,,
306,5022314,way,33499164,parking,,
307,5028932,way,1541589390,parking,,
308,5028979,way,33579420,toilets,,
309,5032760,way,33628782,parking,,
310,5034164,way,2046796446,school,,
311,5034509,way,33653938,school,,
312,5042464,way,33730336,school,,
313,5043306,way,25498238,parking,,
314,5044049,way,33760011,parking,,
315,5044057,way,33760188,parking,,
316,5044058,way,33760218,school,,
317,5044061,way,33760246,grave_yard,,
318,5044062,way,4265712363,school,,
319,5048197,way,33826854,parking,,
320,5048199,way,33826847,parking,,
321,5048202,way,33826907,parking,,
322,5053286,way,33981849,parking,,
323,5053340,way,33981965,parking,,
324,5061027,way,34067953,parking,,
325,5061130,way,1517561369,parking,,
326,5068503,way,34190635,school,,
327,5068515,way,34190700,school,,
328,5068522,way,34190728,parking,,
329,5068525,way,34190738,fire_station,,
330,5068526,way,34190746,college,,
331,5074257,way,34400963,parking,,
332,5074258,way,2001988033,parking,,
333,5076630,way,34466790,parking,,
334,5076640,way,34467136,school,,
335,5076647,way,1916345297,school,,
336,5076651,way,34467377,parking,,
337,5081403,way,34555771,school,,
338,5081409,way,34555800,school,,
339,5081762,way,2383189874,school,,
340,5096519,way,3785996060,parking,,
341,5096771,way,34816078,school,,
342,5096788,way,34816144,school,,
343,5096809,way,4131244707,parking,,
344,5096815,way,34816346,school,,
345,5105233,way,1186122353,parking,,
346,5110969,way,35118607,parking,,
347,5112996,way,35135121,parking,,
348,5123537,way,35351938,library,,
349,5123542,way,33760211,parking,,
350,5133633,way,35498361,college,,
351,5153883,way,454356063,parking,,
352,5179388,way,35994494,local government office,,
353,5179389,way,1455058142,college,,
354,5182576,way,36138578,parking,,
355,5191391,way,36217545,school,,
356,5197841,way,931810902,community_centre,,
357,5200419,way,36312255,parking,,
358,5200422,way,1644541083,grave_yard,,
359,5209025,way,36446486,parking,,
360,5209026,way,36446491,parking,,
361,5209031,way,300449805,parking,,
362,5210822,way,36481486,school,,
363,5211116,way,36486700,parking,,
364,5211117,way,4807541858,school,,
365,5211234,way,36489052,school,,
366,5211981,way,36511074,school,,
367,5211983,way,36511110,school,,
368,5211985,way,36511119,school,,
369,5211993,way,36511301,parking,,
370,5214619,way,2685889373,swimming_pool,,
371,5216490,way,36678141,school,,
372,5216591,way,36679128,school,,
373,5216974,way,36683902,school,,
374,5217109,way,36685488,school,,
375,5228133,way,36731117,parking,,
376,5228143,way,506427020,parking,,
377,5228334,way,1515047802,parking,,
378,5230708,way,36761314,library,,
379,5230710,way,36761323,parking,,
380,5230711,way,36761327,community_centre,,
381,5235501,way,1639238263,school,,
382,5239874,way,36871893,parking,,
383,5240949,way,36880492,grave_yard,,
384,5247067,way,36964420,parking,,
385,5247896,way,271465641,parking,,
386,5261045,way,1640452628,school,,
387,5317762,way,4547130926,grave_yard,,
388,5371088,way,38490090,parking,,
389,5450707,way,39600954,school,,
390,5450728,way,39601175,school,,
391,5454217,way,39670243,parking,,
392,5458326,way,39729509,parking,,
393,5458380,way,39730424,parking,,
394,5548355,way,40891717,parking,,
395,5548356,way,870407748,school,,
396,5552546,way,1020254095,college,,
397,5552548,way,40998621,grave_yard,,
398,5596994,way,41579290,parking,,
399,5596998,way,41579306,parking,,
400,5597005,way,41579355,parking,,
401,5598932,way,3676721329,parking,,
402,5655418,way,42220122,school,,
403,5785799,way,45333051,parking,,
404,5786706,way,45364481,college,,
405,5787359,way,2181386188,parking,,
406,5790588,way,45475870,restaurant,,
407,5831179,way,2312666227,school,,
408,5929592,way,48742584,school,,
409,5983916,way,49311080,place_of_worship,,
410,5984714,way,1262613637,parking,,
411,5984807,way,49317360,school,,
412,5985469,way,3451048203,parking,,
413,5987419,way,1393022584,theatre,,
414,5991334,way,1601782382,school,,
415,5996734,way,49417800,arena,,
416,6008166,way,49500572,school,,
417,6063082,way,49890787,fuel,,
418,6069986,way,787490483,grave_yard,,
419,6075956,way,283287439,parking,,
420,6083578,way,50154048,school,,
421,6107740,way,4545545166,place_of_worship,,
422,6107745,way,50453739,parking,,
423,6134866,way,50761374,hospital,,
424,6220025,way,1258848343,parking,,
425,6220402,way,51880621,parking,,
426,6220422,way,1257066326,parking,,
427,6231349,way,52026397,school,,
428,6232475,way,52042102,school,,
429,6250433,way,52335258,parking,,
430,6281556,way,52815439,parking,,
431,6291440,way,1758998473,parking,,
432,7721550,way,1825273091,parking,,
433,7724596,way,3953515608,school,,
434,7730106,way,56271785,health_centre,,
435,7816752,way,57205877,school,,
436,7848020,way,57730343,college,,
437,7848021,way,57730364,school,,
438,7848024,way,266754752,parking,,
439,7848025,way,57730384,parking,,
440,7848033,way,57730423,parking,,
441,7848043,way,566447759,school,,
442,7945976,way,59192908,parking,,
443,7954585,way,59338179,hospital,,
444,7955752,way,59363770,school,,
445,7975683,way,428942370,parking,,
446,7978720,way,4328572109,parking,,
447,7986503,way,254081736,parking,,
448,7986504,way,59765828,parking,,
449,7986513,way,59765762,parking,,
450,7989424,way,59773223,hospital,,
451,8010152,way,2116837391,school,,
452,8011955,way,59942146,school,,
453,8037024,way,31033560,parking,,
454,8038010,way,60094422,school,,
455,8043218,way,60136580,university,,
456,8043665,way,60140874,parking,,
457,8043684,way,568847571,parking,,
458,8043712,way,60141285,parking,,
459,8044084,way,60145347,school,,
460,8044150,way,60145811,parking,,
461,8044159,way,60146231,bus_station,,
462,8044187,way,60146320,parking,,
463,8045103,way,60159170,parking,,
464,8055922,way,60231595,parking,,
465,8055923,way,60231635,parking,,
466,8055926,way,60231727,parking,,
467,8056039,way,60239812,parking,,
468,8060186,way,60266190,school,,
469,8074910,way,60459549,parking,,
470,8076186,way,60466367,university,,
471,8076194,way,60466393,college,,
472,8081115,way,60496130,public_building,,
473,8081646,way,60522416,library,,
474,8081655,way,60523095,parking,,
475,8081876,way,60527535,parking,,
476,8083129,way,60563442,school,,
477,8083210,way,3323701853,parking,,
478,8084133,way,60571647,school,,
479,8084608,way,60572448,recycling,,
480,8110221,way,60779724,parking,,
481,8110226,way,60779744,parking,,
482,8110227,way,2502677386,parking,,
483,8114684,way,60862102,parking,,
484,8116460,way,4709017390,school,,
485,8129336,way,2318558858,sorting_office,,
486,8137992,way,25810540,parking,,
487,8141222,way,1965956652,parking,,
488,8147095,way,1643354075,parking,,
489,8147127,way,27143813,parking,,
490,8147386,way,1165065101,community_centre,,
491,8396535,way,26492512,school,,
492,8598106,way,61086336,school,,
493,8678941,way,61984648,parking,,
494,8685828,way,62055936,swimming_pool,,
495,8685853,way,62056008,school,,
496,8877349,way,539398640,townhall,,
497,8902998,way,65152342,school,,
498,8916819,way,3220397378,school,,
499,9086971,way,67089669,parking,,
500,9394731,way,746805762,school,,
501,9395432,way,71472751,school,,
502,9395730,way,71478194,school,,
503,9396051,way,71483029,school,,
504,9396950,way,71495065,school,,
505,9398664,way,71528363,school,,
506,9399967,way,71556976,school,,
507,9401173,way,71570604,school,,
508,9403153,way,71596914,school,,
509,9404147,way,71610733,school,,
510,9404554,way,71621202,school,,
511,9405486,way,71638411,school,,
512,9406088,way,71650619,school,,
513,9540347,way,73747553,school,,
514,9541025,way,4345662814,school,,
515,9542284,way,73768095,school,,
516,9542750,way,73773665,school,,
517,9543129,way,73781455,school,,
518,9543625,way,73788156,school,,
519,9544126,way,73795106,school,,
520,9544808,way,73802286,school,,
521,9545363,way,73808901,school,,
522,9555652,way,73945102,school,,
523,9557815,way,73977284,school,,
524,9629736,way,75167299,fuel,,
525,9638948,way,75254647,parking,,
526,9652972,way,75539617,school,,
527,9652974,way,75539622,school,,
528,9709927,way,249511614,parking,,
529,9792453,way,78015705,school,,
530,9796993,way,1082865633,parking,,
531,9799522,way,78118247,university,,
532,9820623,way,78407544,school,,
533,9823123,way,78448147,school,,
534,9823262,way,78450412,school,,
535,9823304,way,78450960,school,,
536,9870741,way,79711320,school,,
537,9926453,way,1561686791,parking,,
538,9935785,way,81513838,parking,,
539,9935786,way,3139135577,parking,,
540,9935794,way,81514044,parking,,
541,9935798,way,81514132,parking,,
542,9936075,way,81520923,school,,
543,10044857,way,82506901,school,,
544,10044944,way,82508484,school,,
545,10045199,way,82511539,school,,
546,10045363,way,82513887,school,,
547,10045454,way,82515186,school,,
548,10045599,way,82516725,school,,
549,10045810,way,82518928,school,,
550,10045891,way,1103824563,school,,
551,10046025,way,82521497,school,,
552,10046131,way,82522815,school,,
553,10046640,way,82527710,school,,
554,10047837,way,3409227350,school,,
555,10048308,way,82546731,school,,
556,10049722,way,82564688,school,,
557,10049942,way,82567328,school,,
558,10049997,way,82567732,school,,
559,10050316,way,82571937,school,,
560,10050497,way,82573890,school,,
561,10050708,way,82577672,school,,
562,10051435,way,82585083,school,,
563,10051597,way,1289551173,school,,
564,10051790,way,82588101,school,,
565,10051970,way,82589997,school,,
566,10052104,way,82591240,school,,
567,10052224,way,736936487,school,,
568,10052419,way,82595891,school,,
569,10052651,way,82599709,school,,
570,10071965,way,2906363563,parking,,
571,10229729,way,84775381,parking,,
572,10270680,way,85881036,college,,
573,10273274,way,85969736,school,,
574,10278820,way,86164979,school,,
575,10278841,way,1678171134,school,,
576,10364277,way,87968324,parking,,
577,10371164,way,2476562696,conference_centre,,
578,10403540,way,3960204898,parking,,
579,10408063,way,1365903324,parking,,
580,10408600,way,3881360366,parking,,
581,10440056,way,2215802055,school,,
582,10440077,way,304689505,school,,
583,10479757,way,1279357453,parking,,
584,10506091,way,90383934,parking,,
585,10506224,way,90386288,parking,,
586,10507126,way,90403242,school,,
587,10507350,way,90409554,parking,,
588,10507358,way,90409957,school,,
589,10523168,way,90668834,school,,
590,10523361,way,90672098,school,,
591,10571148,way,1349465966,parking,,
592,10575064,way,91698129,school,,
593,10575067,way,91698206,school,,
594,10575073,way,91698211,parking,,
595,10575085,way,91698326,school,,
596,10575121,way,91698880,school,,
597,10575128,way,91698930,health_centre,,
598,10578397,way,91787205,nursing_home,,
599,10589796,way,92281566,parking,,
600,10595308,way,73945065,school,,
601,10662957,way,94226212,parking,,
602,10695648,way,94826294,parking,,
603,10695654,way,566389727,place_of_worship,,
604,10695655,way,94826383,parking,,
605,10699522,way,94952995,parking,,
606,10699704,way,94958981,school,,
607,10804706,way,96064859,shopping,,
608,10810446,way,1230966369,place_of_worship,,
609,10955552,way,97649112,parking,,
610,11009150,way,98041365,parking,,
611,11402051,way,101453897,school,,
612,11402143,way,101454345,school,,
613,11402242,way,1777277118,school,,
614,11402366,way,101454973,school,,
615,11402494,way,101455343,school,,
616,11402604,way,101455666,college,,
617,11403088,way,101456954,school,,
618,11657049,way,104246908,parking,,
619,11842312,way,106161784,school,,
620,11845181,way,106205863,school,,
621,11846533,way,3503016705,parking,,
622,11846568,way,106236322,parking,,
623,11846595,way,106236584,school,,
624,11846925,way,106245511,parking,,
625,11847178,way,106251356,parking,,
626,11847206,way,807962144,parking,,
627,11847356,way,2090019027,school,,
628,12116455,way,1651597230,school,,
629,12164626,way,110293846,public_building,,
630,12164834,way,110296522,townhall,,
631,12542822,way,114306867,parking,,
632,12542850,way,114307008,parking,,
633,12547648,way,114376772,fuel,,
634,13710230,way,126483713,swimming_pool,,
635,13853996,way,1774448373,college,,
636,13857391,way,129996824,parking,,
637,13868070,way,130188207,parking,,
638,13868105,way,1660995651,parking,,
639,13869343,way,3625957581,parking,,
640,13869347,way,3625957498,parking,,
641,13884985,way,130569557,park,,
642,13884987,way,130569619,community_centre,,
643,14117991,way,134601790,grave_yard,,
644,14495071,way,3725411557,cinema,,
645,14642038,way,144464299,school,,
646,14756355,way,3121065903,school,,
647,14881320,way,147012029,parking,,
648,14956813,way,147738783,parking,,
649,14962041,way,147789030,parking,,
650,14966341,way,147847517,school,,
651,15111235,way,1949224862,parking,,
652,15244837,way,151022290,school,,
653,15255598,way,1941893113,parking,,
654,15700841,way,156828589,parking,,
655,15705264,way,2470461698,bus_station,,
656,15728667,way,157273398,fire_station,,
657,16277711,way,244001190,parking,,
658,16289339,way,166299264,parking,,
659,16298997,way,166585059,parking,,
660,16299011,way,166585140,courthouse,,
661,16299012,way,166585148,parking,,
662,16306646,way,2806859679,market,,
663,16409717,way,169367046,townhall,,
664,16650742,way,2525548643,recycling,,
665,16816235,way,174091233,grave_yard,,
666,16945455,way,2525450636,parking,,
667,17063948,way,177179214,school,,
668,17096815,way,4730256251,courthouse,,
669,17111066,way,177704282,parking,,
670,17111092,way,177703506,parking,,
671,17278207,way,179006589,parking,,
672,17368819,way,179863703,grave_yard,,
673,17368967,way,2711403404,place_of_worship,,
674,17442711,way,180498063,school,,
675,17456497,way,180649936,school,,
676,17456597,way,180651066,school,,
677,17506932,way,3308406146,parking,,
678,17530328,way,181556151,place_of_worship,,
679,17676512,way,183128336,parking,,
680,17678368,way,183152725,parking,,
681,17702957,way,183433454,parking,,
682,17704417,way,183454528,school,,
683,17708825,way,183506354,school,,
684,17709642,way,183518576,parking,,
685,17710100,way,183524783,school,,
686,17713529,way,183572795,school,,
687,17715749,way,531726631,school,,
688,17720986,way,1675639386,school,,
689,17721455,way,183655764,school,,
690,17743541,way,2149745452,parking,,
691,17746276,way,1436600514,parking,,
692,17746346,way,251779997,parking,,
693,17754881,way,183996991,school,,
694,17931448,way,3361625961,school,,
695,17932109,way,185669311,school,,
696,17934233,way,185687384,school,,
697,17935456,way,4237300006,school,,
698,17935549,way,185700109,school,,
699,17935786,way,185701964,school,,
700,18099648,way,2088614270,school,,
701,18499586,way,190666958,parking,,
702,18522420,way,191045420,school,,
703,18604692,way,4350950431,parking,,
704,18605092,way,191929147,parking,,
705,18607542,way,1426798346,parking,,
706,18626352,way,1426798357,parking,,
707,18627032,way,192164245,parking,,
708,18929893,way,280533922,school,,
709,18933024,way,195919163,school,,
710,18934418,way,195929578,school,,
711,18934447,way,4053232740,school,,
712,18934552,way,724928567,school,,
713,19190494,way,199057655,school,,
714,19781110,way,206095873,parking,,
715,19789177,way,206171368,parking,,
716,19789863,way,206179736,school,,
717,19792192,way,246880774,school,,
718,19798157,way,206305856,library,,
719,19831117,way,207123999,parking,,
720,19831122,way,207124034,parking,,
721,19831931,way,207139320,school,,
722,19831976,way,3426468843,parking,,
723,19837561,way,1562204469,parking,,
724,19840567,way,207351970,parking,,
725,19840568,way,1191043148,parking,,
726,19843725,way,1637179802,parking,,
727,19880175,way,208475180,parking,,
728,20030710,way,211381664,school,,
729,20030926,way,1601531643,school,,
730,20031076,way,1599357175,school,,
731,20031613,way,784271427,school,,
732,20103570,way,212517876,parking,,
733,20105593,way,212540216,parking,,
734,20106263,way,212545911,parking,,
735,20109613,way,212591403,school,,
736,20112158,way,212631227,parking,,
737,20166475,way,213252284,parking,,
738,20170633,way,213306106,parking,,
739,20170885,way,213309580,parking,,
740,20184875,way,1746737602,parking,,
741,20184878,way,213434693,parking,,
742,20184881,way,213434719,parking,,
743,20184882,way,564042046,hospital,,
744,20259708,way,50761307,hospital,,
745,20303136,way,215318244,parking,,
746,20325040,way,598965101,parking,,
747,20794099,way,223336400,arts_centre,,
748,20794340,way,223342907,parking,,
749,20807608,way,223484979,ambulance_station,,
750,20840882,way,223940874,school,,
751,21124019,way,227200393,school,,
752,21361860,way,229769625,parking,,
753,21362113,way,229772725,parking,,
754,21773905,way,234703119,school,,
755,21795866,way,234934777,grave_yard,,
756,22317002,way,2793486030,parking,,
757,22376960,way,240614343,parking,,
758,22377035,way,240616916,parking,,
759,22377040,way,240622399,parking,,
760,22393055,way,240776422,school,,
761,22475894,way,241128986,grave_yard,,
762,22476427,way,241162297,cinema,,
763,22476446,way,241162363,parking,,
764,22476518,way,241170000,parking,,
765,22498760,way,804478934,university,,
766,22498784,way,1193576513,school,,
767,22557534,way,241780012,parking,,
768,22560777,way,241784731,school,,
769,22561334,way,241789929,school,,
770,22575706,way,1106167023,prison,,
771,22575721,way,252929744,prison,,
772,22588119,way,242289824,school,,
773,22604045,way,4831121279,school,,
774,22604065,way,142272276,skills_centre,,
775,22604308,way,242542127,school,,
776,22604310,way,242542134,parking,,
777,22615255,way,1781928385,school,,
778,22615598,way,242556575,school,,
779,22616320,way,242556940,parking,,
780,22616441,way,242558908,school,,
781,22633844,way,242729547,parking,,
782,22650727,way,242930462,parking,,
783,22650728,way,242930472,parking,,
784,22650729,way,659083664,parking,,
785,22661024,way,243050122,school,,
786,22677278,way,243240506,school,,
787,22696953,way,243461821,parking,,
788,22698869,way,243485032,parking,,
789,22701618,way,243512704,school,,
790,22701619,way,243512734,school,,
791,22702620,way,243523490,school,,
792,22709933,way,243585966,parking,,
793,22710561,way,243590432,school,,
794,22715519,way,243629554,school,,
795,22715701,way,243631916,school,,
796,22715784,way,243633646,school,,
797,22715865,way,243634502,school,,
798,22721236,way,243707539,parking,,
799,22724427,way,243746406,school,,
800,22728027,way,243788604,school,,
801,22728028,way,243788608,school,,
802,22747509,way,1197272684,school,,
803,22751248,way,244125283,school,,
804,22754248,way,2524809773,parking,,
805,22761451,way,244311796,school,,
806,22761664,way,244313304,parking,,
807,22767801,way,244415678,parking,,
808,22768693,way,244425465,grave_yard,,
809,22768749,way,244427088,school,,
810,22779874,way,1100402250,parking,,
811,22779963,way,244635485,parking,,
812,22792137,way,245003115,parking,,
813,22792873,way,245010163,parking,,
814,22793609,way,245016857,school,,
815,22796855,way,245075738,parking,,
816,22797846,way,245097316,school,,
817,22797847,way,245097326,school,,
818,22797852,way,245097336,grave_yard,,
